update,mean_fitness,count
0,25,50
10,19.5238,105
20,13.6628,172
30,17.5726,241
40,18.2947,302
50,21.56,375
60,20.608,477
70,19.4048,588
80,20.8853,706
90,20.4031,831
100,18.5685,978
110,18.8417,1118
120,18.7461,1292
130,19.1898,1475
140,19.2303,1689
150,19.2707,1899
160,17.6227,2139
170,18.648,2415
180,17.7894,2678
190,18.0349,2949
200,17.6136,3212
210,18.0956,3492
220,17.7987,3791
230,17.9843,4073
